paper_id,category,fractional_weight
7999,Historic Sites and Monuments,1.0
8000,Nonnative Species and Quarantine,1.0
8001,Operation of the Antarctic Treaty system Reports,0.5
8001,Science issues,0.5
8004,Safety and Operations in Antarctica,1.0
8006,Operation of the Antarctic Treaty system Reports,1.0
8007,Science issues,1.0
8009,Educational issues,1.0
8013,Science issues,1.0
8014,Nonnative Species and Quarantine,1.0
8016,Safety and Operations in Antarctica,1.0
8017,Science issues,1.0
8018,Environmental Impact Assessment EIA Other EIA Matters,0.5
8018,Safety and Operations in Antarctica,0.5
8019,Area Protection and Management Plans General,1.0
8022,Environmental Monitoring and Reporting,0.5
8022,Science issues,0.5
8023,Management Plans,1.0
8024,Cooperation with Other Organisations,0.5
8024,Science issues,0.5
8025,Climate Change,1.0
8026,Tourism and NG_Activities,1.0
8027,Safety and Operations in Antarctica,1.0
8030,Fauna and Flora_General,1.0
8031,Area Protection and Management Plans General,1.0
8032,Science issues,1.0
8033,Climate Change,1.0
8034,Operation of the Antarctic Treaty system Reports,1.0
8039,Operation of the Antarctic Treaty system Reports,1.0
8040,Operation of the Antarctic Treaty system Reports,1.0
8041,Environmental Impact Assessment EIA Other EIA Matters,1.0
8043,Science issues,1.0
8044,Operational issues,0.5
8044,Safety and Operations in Antarctica,0.5
8045,Inspections,1.0
8047,Science issues,1.0
8048,Safety and Operations in Antarctica,1.0
8051,Science issues,1.0
8052,Safety and Operations in Antarctica,1.0
8053,Environmental Impact Assessment EIA Other EIA Matters,1.0
8054,Science issues,1.0
8055,Science issues,1.0
8056,Environmental Impact Assessment EIA Other EIA Matters,0.5
8056,Tourism and NG_Activities,0.5
8057,Nonnative Species and Quarantine,1.0
8059,Comprehensive Environmental Evaluations,1.0
8060,Environmental Impact Assessment EIA Other EIA Matters,1.0
8061,Nonnative Species and Quarantine,1.0
8062,Comprehensive Environmental Evaluations,1.0
8063,Site Guidelines for Visitors,1.0
8065,Science issues,1.0
8066,Climate Change,1.0
8068,Marine Protected Areas,1.0
8069,Science issues,1.0
8071,Educational issues,1.0
8072,Safety and Operations in Antarctica,1.0
8073,Environmental Protection General,1.0
8074,Science issues,1.0
8075,Management Plans,1.0
8076,Inspections,1.0
8077,Exchange of Information,1.0
8078,Exchange of Information,1.0
8079,Exchange of Information,1.0
8080,Repair and remediation of environmental damage,1.0
8081,Cooperation with Other Organisations,1.0
8082,Climate Change,1.0
8083,Operation of the Antarctic Treaty system General,1.0
8084,Area Protection and Management Plans General,1.0
8085,Climate Change,1.0
8086,Safety and Operations in Antarctica,1.0
8087,Marine Protected Areas,1.0
8088,Science issues,1.0
8089,Science issues,1.0
8090,Science issues,1.0
8091,Educational issues,1.0
8092,Educational issues,1.0
8093,Educational issues,1.0
8094,Educational issues,1.0
8095,Science issues,1.0
8096,Tourism and NG_Activities,1.0
8097,Safety and Operations in Antarctica,1.0
8098,Safety and Operations in Antarctica,1.0
8099,Safety and Operations in Antarctica,1.0
8100,Environmental Monitoring and Reporting,0.5
8100,Science issues,0.5
8101,Safety and Operations in Antarctica,1.0
8102,Educational issues,1.0
8103,Educational issues,1.0
8104,Safety and Operations in Antarctica,1.0
8106,Site Guidelines for Visitors,0.5
8106,Tourism and NG_Activities,0.5
8107,Inspections,1.0
8108,Operation of the Antarctic Treaty system Reports,1.0
8110,Site Guidelines for Visitors,0.5
8110,Tourism and NG_Activities,0.5
8111,Tourism and NG_Activities,1.0
8112,Fauna and Flora_General,0.5
8112,Tourism and NG_Activities,0.5
8113,Tourism and NG_Activities,1.0
8114,Safety and Operations in Antarctica,1.0
8115,Safety and Operations in Antarctica,1.0
8119,Science issues,1.0
8120,Tourism and NG_Activities,1.0
8123,Area Protection and Management Plans General,1.0
8124,Tourism and NG_Activities,1.0
8127,Operation of the CEP,1.0
8129,Environmental Protection General,1.0
8130,Climate Change,0.5
8130,Operation of the Antarctic Treaty system Reports,0.5
8144,Science issues,1.0
8154,Tourism and NG_Activities,1.0
8155,Nonnative Species and Quarantine,1.0
8156,Environmental Impact Assessment EIA Other EIA Matters,1.0
8157,Fauna and Flora_General,0.5
8157,Tourism and NG_Activities,0.5
8180,Environmental Impact Assessment EIA Other EIA Matters,1.0
8181,Operation of the Antarctic Treaty system Reports,1.0
8184,CEP Strategy Discussions,0.5
8184,Environmental Protection General,0.5
8188,Cooperation with Other Organisations,1.0
8194,Tourism and NG_Activities,1.0
8196,Historic Sites and Monuments,1.0
8197,Operation of the Antarctic Treaty system General,1.0
8198,Science issues,1.0
8199,Science issues,1.0
8200,Site Guidelines for Visitors,0.5
8200,Tourism and NG_Activities,0.5
8208,Historic Sites and Monuments,1.0
9324,Safety and Operations in Antarctica,1.0
9325,Science issues,1.0
9326,Repair and remediation of environmental damage,1.0
9329,Operation of the Antarctic Treaty system Reports,0.5
9329,Safety and Operations in Antarctica,0.5
9330,Environmental Impact Assessment EIA Other EIA Matters,1.0
9331,Science issues,1.0
9332,Safety and Operations in Antarctica,1.0
9333,Environmental Monitoring and Reporting,1.0
9334,Cooperation with Other Organisations,0.5
9334,Operation of the Antarctic Treaty system Reports,0.5
9335,Safety and Operations in Antarctica,1.0
9339,Climate Change,1.0
9340,Operation of the Antarctic Treaty system Reports,1.0
9341,Exchange of Information,1.0
9342,Operation of the Antarctic Treaty system General,1.0
9343,Science issues,1.0
9344,Nonnative Species and Quarantine,1.0
9346,Operation of the Antarctic Treaty system General,1.0
9348,Management Plans,1.0
9354,Climate Change,0.3333333333333333
9354,Fauna and Flora_General,0.3333333333333333
9354,Management Plans,0.3333333333333333
9356,Climate Change,0.5
9356,Science issues,0.5
9360,Science issues,1.0
9361,Area Protection and Management Plans General,1.0
9362,Area Protection and Management Plans General,1.0
9363,Area Protection and Management Plans General,1.0
9364,Tourism and NG_Activities,1.0
9365,Fauna and Flora_General,0.5
9365,Safety and Operations in Antarctica,0.5
9367,Area Protection and Management Plans General,1.0
9368,Tourism and NG_Activities,1.0
9369,Tourism and NG_Activities,1.0
9370,Educational issues,1.0
9371,Operation of the CEP,1.0
9372,Operation of the CEP,1.0
9373,Nonnative Species and Quarantine,1.0
9376,Operation of the Antarctic Treaty system General,1.0
9377,Repair and remediation of environmental damage,1.0
9378,Area Protection and Management Plans General,1.0
9379,Area Protection and Management Plans General,1.0
9380,Science issues,1.0
9381,Tourism and NG_Activities,1.0
9382,Operation of the Antarctic Treaty system General,1.0
9384,Tourism and NG_Activities,1.0
9385,Operation of the CEP,1.0
9386,Management Plans,1.0
9387,Environmental Protection General,1.0
9388,Area Protection and Management Plans General,1.0
9389,Area Protection and Management Plans General,1.0
9390,Area Protection and Management Plans General,1.0
9391,Management Plans,1.0
9392,Science issues,1.0
9393,Inspections,1.0
9394,Environmental Impact Assessment EIA Other EIA Matters,1.0
9395,Area Protection and Management Plans General,1.0
9397,Inspections,1.0
9398,Fauna and Flora_General,1.0
9399,Area Protection and Management Plans General,0.5
9399,Management Plans,0.5
9400,Safety and Operations in Antarctica,1.0
9405,Science issues,1.0
9406,Educational issues,1.0
9407,Fauna and Flora_General,1.0
9409,Science issues,1.0
9410,Environmental Monitoring and Reporting,1.0
9411,Area Protection and Management Plans General,1.0
9412,Science issues,1.0
9413,Area Protection and Management Plans General,1.0
9414,Science issues,1.0
9415,Safety and Operations in Antarctica,1.0
9416,Educational issues,1.0
9417,Science issues,1.0
9418,Inspections,1.0
9419,Operation of the Antarctic Treaty system Reports,1.0
9420,Operation of the Antarctic Treaty system Reports,1.0
9421,Operation of the Antarctic Treaty system General,1.0
9422,Area Protection and Management Plans General,0.5
9422,Environmental Monitoring and Reporting,0.5
9424,Cooperation with Other Organisations,0.5
9424,Operation of the Antarctic Treaty system Reports,0.5
9425,Science issues,1.0
9426,Fauna and Flora_General,1.0
9427,Fauna and Flora_General,1.0
9428,Fauna and Flora_General,1.0
9429,Safety and Operations in Antarctica,1.0
9430,Environmental Impact Assessment EIA Other EIA Matters,0.5
9430,Safety and Operations in Antarctica,0.5
9431,Safety and Operations in Antarctica,1.0
9432,Safety and Operations in Antarctica,1.0
9433,Area Protection and Management Plans General,1.0
9434,Historic Sites and Monuments,1.0
9435,Fauna and Flora_General,1.0
9436,Fauna and Flora_General,1.0
9437,Nonnative Species and Quarantine,1.0
9438,Repair and remediation of environmental damage,1.0
9439,Repair and remediation of environmental damage,1.0
9440,Cooperation with Other Organisations,1.0
9441,Educational issues,1.0
9442,Climate Change,1.0
9444,Cooperation with Other Organisations,1.0
9445,Nonnative Species and Quarantine,1.0
9446,Safety and Operations in Antarctica,1.0
9447,Safety and Operations in Antarctica,1.0
9449,Science issues,1.0
9450,Science issues,1.0
9451,Science issues,1.0
9452,Educational issues,1.0
9453,Educational issues,1.0
9454,Science issues,1.0
9455,Safety and Operations in Antarctica,1.0
9456,Exchange of Information,0.5
9456,Safety and Operations in Antarctica,0.5
9457,Science issues,1.0
9458,Tourism and NG_Activities,1.0
9459,Science issues,0.5
9459,Tourism and NG_Activities,0.5
9460,Environmental Monitoring and Reporting,0.5
9460,Science issues,0.5
9461,Climate Change,1.0
9462,Environmental Impact Assessment EIA Other EIA Matters,1.0
9464,Climate Change,1.0
9466,Operation of the Antarctic Treaty system Reports,1.0
9468,Safety and Operations in Antarctica,1.0
9469,Area Protection and Management Plans General,1.0
9470,Repair and remediation of environmental damage,1.0
9471,Fauna and Flora_General,1.0
9472,Environmental Monitoring and Reporting,1.0
9473,Fauna and Flora_General,0.5
9473,Safety and Operations in Antarctica,0.5
9474,Safety and Operations in Antarctica,1.0
9476,Environmental Monitoring and Reporting,1.0
9478,Environmental Monitoring and Reporting,1.0
9479,Science issues,1.0
9481,Climate Change,1.0
9482,Science issues,1.0
9484,Area Protection and Management Plans General,1.0
9485,Liability,0.5
9485,Operation of the Antarctic Treaty system Reports,0.5
9486,Liability,0.5
9486,Operation of the Antarctic Treaty system Reports,0.5
9487,Operation of the Antarctic Treaty system The Secretariat,1.0
9489,Science issues,1.0
9490,Science issues,1.0
9491,Science issues,1.0
9492,Science issues,1.0
9493,Operation of the Antarctic Treaty system General,0.5
9493,Operation of the CEP,0.5
9496,Science issues,1.0
9497,Educational issues,1.0
9498,Science issues,1.0
9499,Science issues,1.0
9500,Educational issues,1.0
9504,Safety and Operations in Antarctica,1.0
9505,Safety and Operations in Antarctica,1.0
9506,Safety and Operations in Antarctica,1.0
9507,Safety and Operations in Antarctica,1.0
9508,Safety and Operations in Antarctica,1.0
9509,Safety and Operations in Antarctica,1.0
9517,Environmental Impact Assessment EIA Other EIA Matters,1.0
9518,Safety and Operations in Antarctica,1.0
9519,Repair and remediation of environmental damage,1.0
9520,Safety and Operations in Antarctica,1.0
9521,Safety and Operations in Antarctica,1.0
9522,Science issues,1.0
9523,Cooperation with Other Organisations,0.5
9523,Operation of the Antarctic Treaty system Reports,0.5
9524,Environmental Monitoring and Reporting,0.5
9524,Science issues,0.5
9525,Environmental Monitoring and Reporting,0.5
9525,Science issues,0.5
9526,Climate Change,1.0
9527,Cooperation with Other Organisations,0.5
9527,Science issues,0.5
9528,Science issues,1.0
9529,Climate Change,1.0
9530,Climate Change,1.0
9531,Science issues,1.0
9532,Science issues,1.0
9533,Science issues,1.0
9534,Safety and Operations in Antarctica,1.0
9536,Safety and Operations in Antarctica,1.0
9538,Inspections,1.0
9539,Marine Protected Areas,1.0
9541,Educational issues,1.0
9542,Safety and Operations in Antarctica,1.0
9543,Tourism and NG_Activities,1.0
9544,Safety and Operations in Antarctica,1.0
9545,Safety and Operations in Antarctica,1.0
9547,Educational issues,0.5
9547,Science issues,0.5
9548,Safety and Operations in Antarctica,1.0
9549,Science issues,1.0
9550,Tourism and NG_Activities,1.0
9552,Educational issues,0.5
9552,Science issues,0.5
9555,Safety and Operations in Antarctica,1.0
9556,Science issues,1.0
9557,Science issues,1.0
9558,Safety and Operations in Antarctica,1.0
9559,Liability,1.0
9560,Liability,1.0
9561,Operation of the Antarctic Treaty system Reports,1.0
9562,Climate Change,1.0
9563,Educational issues,1.0
9564,Area Protection and Management Plans General,1.0
9565,Tourism and NG_Activities,1.0
9566,Safety and Operations in Antarctica,1.0
9568,Area Protection and Management Plans General,1.0
9569,Science issues,1.0
9571,Science issues,1.0
9572,Safety and Operations in Antarctica,1.0
9576,Operation of the CEP,1.0
9578,Safety and Operations in Antarctica,1.0
9579,Tourism and NG_Activities,1.0
9581,Science issues,1.0
9582,Operation of the Antarctic Treaty system Reports,1.0
9584,Site Guidelines for Visitors,0.5
9584,Tourism and NG_Activities,0.5
9586,Nonnative Species and Quarantine,1.0
9587,Tourism and NG_Activities,1.0
9591,Safety and Operations in Antarctica,1.0
9592,Tourism and NG_Activities,1.0
9594,Area Protection and Management Plans General,0.5
9594,Tourism and NG_Activities,0.5
9595,Safety and Operations in Antarctica,0.5
9595,Tourism and NG_Activities,0.5
9596,Environmental Monitoring and Reporting,1.0
9597,Tourism and NG_Activities,1.0
9598,Climate Change,1.0
9602,Biological Prospecting,1.0
9605,Operation of the Antarctic Treaty system Reports,1.0
9607,Climate Change,1.0
10609,Operation of the Antarctic Treaty system General,1.0
10617,Science issues,1.0
10618,Educational issues,1.0
10619,Science issues,1.0
10620,Science issues,1.0
10628,Management Plans,1.0
10629,Management Plans,1.0
10630,Management Plans,1.0
10631,Management Plans,1.0
10632,Management Plans,1.0
10634,Management Plans,1.0
10635,Science issues,1.0
10663,Operation of the Antarctic Treaty system General,1.0
10774,Multiyear strategic workplan,0.5
10774,Science issues,0.5
10780,Operational issues,1.0
10781,CEP Strategy Discussions,0.5
10781,Science issues,0.5
10782,Area Protection and Management Plans General,0.5
10782,Management Plans,0.5
10783,Climate Change,1.0
10784,Area Protection and Management Plans General,0.5
10784,Management Plans,0.5
10785,Area Protection and Management Plans General,0.5
10785,Management Plans,0.5
10786,Area Protection and Management Plans General,0.5
10786,Management Plans,0.5
10787,Area Protection and Management Plans General,0.5
10787,Management Plans,0.5
10788,Institutional and legal matters,1.0
10789,Management Plans,1.0
10790,Area Protection and Management Plans General,0.5
10790,Management Plans,0.5
10791,Area Protection and Management Plans General,0.5
10791,Management Plans,0.5
10792,Area Protection and Management Plans General,1.0
10793,Area Protection and Management Plans General,1.0
10794,Science issues,1.0
10795,Cooperation with Other Organisations,1.0
10796,Marine Protected Areas,1.0
10797,Comprehensive Environmental Evaluations,1.0
10798,Operational issues,1.0
10799,Area Protection and Management Plans General,0.5
10799,Management Plans,0.5
10800,Area Protection and Management Plans General,1.0
10801,CEP Strategy Discussions,1.0
10802,Sub glacial Lakes,1.0
10803,Multiyear strategic workplan,1.0
10807,Comprehensive Environmental Evaluations,1.0
10808,Historic Sites and Monuments,1.0
10809,Historic Sites and Monuments,1.0
10810,Site Guidelines for Visitors,0.5
10810,Tourism and NG_Activities,0.5
10811,Comprehensive Environmental Evaluations,1.0
10812,Operation of the Antarctic Treaty system General,1.0
10813,Biological Prospecting,1.0
10814,Inspections,1.0
10815,Biological Prospecting,1.0
10816,Comprehensive Environmental Evaluations,1.0
10817,Environmental Protection General,0.5
10817,Operational issues,0.5
10818,Institutional and legal matters,1.0
10819,Science issues,1.0
10820,Area Protection and Management Plans General,1.0
10821,Area Protection and Management Plans General,0.5
10821,Management Plans,0.5
10822,Site Guidelines for Visitors,1.0
10823,Site Guidelines for Visitors,1.0
10824,Site Guidelines for Visitors,1.0
10825,Site Guidelines for Visitors,1.0
10828,Science issues,1.0
10832,Institutional and legal matters,1.0
10835,Operation of the Antarctic Treaty system Reports,1.0
10836,Environmental Protection General,1.0
10840,Science issues,1.0
10841,Operation of the Antarctic Treaty system Reports,1.0
10843,Biological Prospecting,1.0
10844,Safety and Operations in Antarctica,1.0
10845,Nonnative Species and Quarantine,1.0
10847,Cooperation with Other Organisations,0.5
10847,Environmental Monitoring and Reporting,0.5
10848,Safety and Operations in Antarctica,1.0
10849,Area Protection and Management Plans General,0.5
10849,Management Plans,0.5
10850,Repair and remediation of environmental damage,1.0
10851,Multiyear strategic workplan,0.5
10851,Science issues,0.5
10852,Operation of the Antarctic Treaty system Reports,1.0
10853,Operation of the Antarctic Treaty system Reports,1.0
10854,Operation of the Antarctic Treaty system Reports,1.0
10855,Tourism and NG_Activities,1.0
10856,Area Protection and Management Plans General,1.0
10867,Environmental Protection General,1.0
10868,Search and Rescue,1.0
10870,Environmental Protection General,0.5
10870,Operational issues,0.5
10871,Operation of the Antarctic Treaty system Reports,1.0
10874,Operational issues,1.0
10875,Operational issues,1.0
10876,Operation of the Antarctic Treaty system Reports,1.0
10887,Operational issues,1.0
10888,Operation of the Antarctic Treaty system Reports,0.5
10888,Science issues,0.5
10889,Environmental Protection General,1.0
10891,Comprehensive Environmental Evaluations,1.0
10892,Comprehensive Environmental Evaluations,0.5
10892,Operational issues,0.5
10893,Climate Change,1.0
10894,Cooperation with Other Organisations,1.0
10895,Cooperation with Other Organisations,0.5
10895,Environmental Monitoring and Reporting,0.5
10896,Climate Change,0.5
10896,Science issues,0.5
10898,Environmental Monitoring and Reporting,1.0
10900,Nonnative Species and Quarantine,0.5
10900,Tourism and NG_Activities,0.5
10901,Operational issues,1.0
10902,Operational issues,1.0
10903,Tourism and NG_Activities,1.0
10904,Area Protection and Management Plans General,0.5
10904,Site Guidelines for Visitors,0.5
10906,Tourism and NG_Activities,1.0
10909,Liability,1.0
10910,Operation of the Antarctic Treaty system Reports,1.0
10911,Marine Protected Areas,1.0
10912,Environmental Protection General,1.0
10913,Climate Change,1.0
10914,Area Protection and Management Plans General,0.3333333333333333
10914,Site Guidelines for Visitors,0.3333333333333333
10914,Tourism and NG_Activities,0.3333333333333333
10915,Comprehensive Environmental Evaluations,1.0
10916,Tourism and NG_Activities,1.0
10917,Marine Protected Areas,1.0
10918,Operational issues,1.0
10933,Cooperation with Other Organisations,1.0
10934,Operation of the CEP,1.0
10937,Area Protection and Management Plans General,1.0
10938,Biological Prospecting,1.0
10941,Operational issues,1.0
10942,Comprehensive Environmental Evaluations,1.0
10944,Science issues,1.0
10950,Comprehensive Environmental Evaluations,1.0
10953,Site Guidelines for Visitors,0.5
10953,Tourism and NG_Activities,0.5
10954,Operation of the Antarctic Treaty system Reports,1.0
10955,Tourism and NG_Activities,1.0
10981,Operation of the Antarctic Treaty system Reports,1.0
11029,Safety and Operations in Antarctica,1.0
11064,Operation of the Antarctic Treaty system The Secretariat,1.0
11069,Comprehensive Environmental Evaluations,1.0
11070,Management Plans,1.0
11071,Management Plans,1.0
11077,Science issues,1.0
11078,Science issues,1.0
11079,Science issues,1.0
11080,Environmental Monitoring and Reporting,0.5
11080,Science issues,0.5
11081,Science issues,1.0
11083,Management Plans,1.0
11084,Management Plans,1.0
11085,Cooperation with Other Organisations,0.5
11085,Operation of the Antarctic Treaty system Reports,0.5
11086,Safety and Operations in Antarctica,1.0
11088,Marine living resources,0.5
11088,Operation of the Antarctic Treaty system Reports,0.5
11090,Management Plans,1.0
11091,Management Plans,1.0
11093,Fauna and Flora_General,1.0
11094,Biological Prospecting,0.5
11094,Exchange of Information,0.5
11095,Educational issues,1.0
11096,Environmental Monitoring and Reporting,1.0
11097,Comprehensive Environmental Evaluations,1.0
11098,Management Plans,1.0
11100,Fauna and Flora_General,1.0
11102,CEP Strategy Discussions,0.5
11102,Tourism and NG_Activities,0.5
11103,CEP Strategy Discussions,0.5
11103,Tourism and NG_Activities,0.5
11104,Management Plans,1.0
11106,Historic Sites and Monuments,1.0
11107,Safety and Operations in Antarctica,1.0
11108,Safety and Operations in Antarctica,1.0
11109,Historic Sites and Monuments,1.0
11110,Site Guidelines for Visitors,1.0
11111,Management Plans,1.0
11112,Operation of the Antarctic Treaty system General,1.0
11114,Environmental Protection General,1.0
11115,Management Plans,1.0
11116,Management Plans,1.0
11117,Historic Sites and Monuments,1.0
11118,Science issues,1.0
11119,Educational issues,1.0
11120,Cooperation with Other Organisations,0.5
11120,Marine living resources,0.5
11121,Nonnative Species and Quarantine,1.0
11122,Management Plans,1.0
11123,Climate Change,1.0
11124,Science issues,1.0
11125,Operation of the Antarctic Treaty system The Secretariat,1.0
11126,Inspections,1.0
11127,Management Plans,1.0
11128,Environmental Protection General,0.5
11128,Science issues,0.5
11129,Operation of the Antarctic Treaty system General,1.0
11130,Safety and Operations in Antarctica,1.0
11131,Safety and Operations in Antarctica,1.0
11132,Safety and Operations in Antarctica,1.0
11133,Environmental Protection General,0.5
11133,Safety and Operations in Antarctica,0.5
11134,Safety and Operations in Antarctica,1.0
11136,Environmental Protection General,0.5
11136,Safety and Operations in Antarctica,0.5
11137,Environmental Protection General,0.5
11137,Safety and Operations in Antarctica,0.5
11138,Tourism and NG_Activities,1.0
11139,Area Protection and Management Plans General,1.0
11140,Operation of the Antarctic Treaty system Reports,1.0
11141,Environmental Protection General,1.0
11142,Repair and remediation of environmental damage,1.0
11143,Environmental Protection General,0.5
11143,Safety and Operations in Antarctica,0.5
11144,Management Plans,1.0
11145,Marine Protected Areas,1.0
11146,Management Plans,1.0
11147,Nonnative Species and Quarantine,1.0
11148,Tourism and NG_Activities,1.0
11149,Environmental Monitoring and Reporting,1.0
11150,Environmental Monitoring and Reporting,1.0
11151,Management Plans,1.0
11152,Site Guidelines for Visitors,1.0
11153,Area Protection and Management Plans General,0.5
11153,Tourism and NG_Activities,0.5
11154,Site Guidelines for Visitors,1.0
11155,Management Plans,1.0
11156,Operation of the Antarctic Treaty system General,1.0
11157,Historic Sites and Monuments,1.0
11158,Tourism and NG_Activities,1.0
11159,Safety and Operations in Antarctica,1.0
11160,Safety and Operations in Antarctica,1.0
11161,Environmental Monitoring and Reporting,1.0
11162,Environmental Protection General,1.0
11163,Site Guidelines for Visitors,1.0
11164,Area Protection and Management Plans General,0.5
11164,Management Plans,0.5
11165,Historic Sites and Monuments,1.0
11166,Tourism and NG_Activities,1.0
11167,CEP Strategy Discussions,0.5
11167,Tourism and NG_Activities,0.5
11169,Nonnative Species and Quarantine,1.0
11170,Operation of the Antarctic Treaty system Reports,0.5
11170,Science issues,0.5
11171,Comprehensive Environmental Evaluations,1.0
11172,Cooperation with Other Organisations,1.0
11173,Fauna and Flora_General,0.3333333333333333
11173,Marine Acoustics,0.3333333333333333
11173,Science issues,0.3333333333333333
11174,Nonnative Species and Quarantine,1.0
11176,Environmental Monitoring and Reporting,1.0
11177,Historic Sites and Monuments,1.0
11178,Fauna and Flora_General,0.5
11178,Marine Acoustics,0.5
11180,Operation of the Antarctic Treaty system General,1.0
11181,Science issues,1.0
11182,Science issues,1.0
11183,Safety and Operations in Antarctica,1.0
11185,Nonnative Species and Quarantine,1.0
11186,Science issues,1.0
11187,Area Protection and Management Plans General,1.0
11188,Environmental Protection General,1.0
11189,Specially Protected Species,1.0
11191,Site Guidelines for Visitors,1.0
11192,Science issues,1.0
11193,Science issues,1.0
11194,Safety and Operations in Antarctica,1.0
11195,Climate Change,1.0
11196,Safety and Operations in Antarctica,1.0
11198,Cooperation with Other Organisations,0.5
11198,Educational issues,0.5
11199,Environmental Protection General,1.0
11200,Fauna and Flora_General,1.0
11201,Area Protection and Management Plans General,1.0
11202,Biological Prospecting,1.0
11205,Science issues,1.0
11206,Safety and Operations in Antarctica,1.0
11208,Environmental Protection General,0.3333333333333333
11208,Institutional and legal matters,0.3333333333333333
11208,Operation of the Antarctic Treaty system General,0.3333333333333333
11210,Science issues,1.0
11211,Science issues,1.0
11212,Science issues,1.0
11213,Science issues,1.0
11214,Science issues,1.0
11215,Science issues,1.0
11216,Science issues,1.0
11217,Safety and Operations in Antarctica,1.0
11218,Science issues,1.0
11219,Science issues,1.0
11220,Science issues,1.0
11221,Operation of the Antarctic Treaty system Reports,1.0
11222,Environmental Protection General,1.0
11224,Educational issues,1.0
11225,Climate Change,1.0
11228,Science issues,1.0
11229,Operation of the Antarctic Treaty system General,1.0
11230,Cooperation with Other Organisations,1.0
11231,Cooperation with Other Organisations,0.5
11231,Science issues,0.5
11232,Comprehensive Environmental Evaluations,1.0
11233,Comprehensive Environmental Evaluations,1.0
11234,Tourism and NG_Activities,1.0
11235,Science issues,1.0
11236,Safety and Operations in Antarctica,1.0
11237,Safety and Operations in Antarctica,1.0
11238,Comprehensive Environmental Evaluations,1.0
11239,Inspections,1.0
11241,Tourism and NG_Activities,1.0
11243,Safety and Operations in Antarctica,1.0
11244,Area Protection and Management Plans General,1.0
11246,Safety and Operations in Antarctica,1.0
11247,Safety and Operations in Antarctica,1.0
11248,Operation of the Antarctic Treaty system Reports,1.0
11249,Operation of the Antarctic Treaty system Reports,1.0
11250,Cooperation with Other Organisations,0.5
11250,Operation of the Antarctic Treaty system Reports,0.5
11251,Cooperation with Other Organisations,0.5
11251,Science issues,0.5
11252,Cooperation with Other Organisations,0.5
11252,Science issues,0.5
11253,Educational issues,1.0
11254,Operation of the Antarctic Treaty system General,1.0
11255,Fauna and Flora_General,0.5
11255,Tourism and NG_Activities,0.5
11256,Educational issues,1.0
11257,Environmental Monitoring and Reporting,1.0
11259,Environmental Monitoring and Reporting,1.0
11260,Liability,1.0
11263,Environmental Monitoring and Reporting,1.0
11264,Safety and Operations in Antarctica,1.0
11265,Safety and Operations in Antarctica,1.0
11266,Inspections,1.0
11267,Science issues,1.0
11269,Marine Protected Areas,1.0
11270,Comprehensive Environmental Evaluations,1.0
11271,Safety and Operations in Antarctica,1.0
11272,Science issues,1.0
11273,Liability,1.0
11274,Educational issues,1.0
11275,Safety and Operations in Antarctica,1.0
11276,Science issues,1.0
11277,Science issues,1.0
11280,Area Protection and Management Plans General,1.0
11281,Repair and remediation of environmental damage,0.5
11281,Safety and Operations in Antarctica,0.5
11282,Management Plans,1.0
11283,Nonnative Species and Quarantine,1.0
11284,Environmental Protection General,0.5
11284,Safety and Operations in Antarctica,0.5
11285,Management Plans,1.0
11286,Safety and Operations in Antarctica,1.0
11290,Environmental Monitoring and Reporting,0.5
11290,Safety and Operations in Antarctica,0.5
11291,Operation of the Antarctic Treaty system The Secretariat,1.0
11292,Science issues,1.0
11293,Science issues,1.0
11294,Tourism and NG_Activities,1.0
11295,Operation of the Antarctic Treaty system Reports,1.0
11296,Marine Protected Areas,1.0
11297,Safety and Operations in Antarctica,1.0
11298,Climate Change,1.0
11299,Environmental Monitoring and Reporting,1.0
11300,Area Protection and Management Plans General,1.0
11301,Climate Change,0.5
11301,Science issues,0.5
11302,Climate Change,1.0
11304,Tourism and NG_Activities,1.0
11305,Operation of the Antarctic Treaty system Reports,0.5
11305,Tourism and NG_Activities,0.5
11307,Cooperation with Other Organisations,0.5
11307,Science issues,0.5
11308,Site Guidelines for Visitors,0.5
11308,Tourism and NG_Activities,0.5
11309,Safety and Operations in Antarctica,1.0
11310,Tourism and NG_Activities,1.0
11311,CEP Strategy Discussions,0.5
11311,Tourism and NG_Activities,0.5
11313,Science issues,1.0
11314,Site Guidelines for Visitors,1.0
11317,Safety and Operations in Antarctica,1.0
11318,Nonnative Species and Quarantine,1.0
11319,Safety and Operations in Antarctica,1.0
11320,Science issues,1.0
11321,Operation of the Antarctic Treaty system General,1.0
11323,Tourism and NG_Activities,1.0
11326,Environmental Monitoring and Reporting,1.0
11328,Liability,1.0
11329,Safety and Operations in Antarctica,1.0
11332,Operation of the CEP,1.0
11334,Science issues,1.0
11335,Operation of the Antarctic Treaty system General,1.0
11337,Management Plans,1.0
11341,Tourism and NG_Activities,1.0
11343,Historic Sites and Monuments,1.0
11344,Educational issues,1.0
11345,Biological Prospecting,1.0
11346,Historic Sites and Monuments,1.0
11361,Science issues,1.0
11364,Science issues,1.0
11365,Safety and Operations in Antarctica,1.0
11366,Climate Change,1.0
11367,Science issues,1.0
11370,Educational issues,1.0
11371,Safety and Operations in Antarctica,1.0
11375,Climate Change,0.5
11375,Cooperation with Other Organisations,0.5
11377,Area Protection and Management Plans General,1.0
11378,Area Protection and Management Plans General,1.0
